word,topic,subtopic,subsubtopic,CEFR_level,word_class,link
aardvark,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/aardvark
adder,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/adder
Afghan hound,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/afghan-hound
alligator,Animals,Animals,amphibians_and_reptiles,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/alligator
alpaca,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/alpaca
Alsatian,Animals,Animals,dogs,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/alsatian
amphibian,Animals,Animals,amphibians_and_reptiles,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/amphibian
amphibious,Animals,Animals,amphibians_and_reptiles,c2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/amphibious
anaconda,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/anaconda
angora,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/angora
animal,Animals,Animals,animals_in_general,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/animal_1
anteater,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/anteater
antelope,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/antelope
antler,Animals,Animals,parts_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/antler
ape,Animals,Animals,wild_mammals,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ape_1
armadillo,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/armadillo
asp,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/asp
assistance dog,Animals,Animals,dogs,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assistance-dog
attack dog,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/attack-dog
baa,Animals,Animals,animal_behaviour,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/baa_1
baa,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/baa_2
baboon,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/baboon
badger,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/badger_1
bandicoot,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bandicoot
bark,Animals,Animals,animal_behaviour,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bark_1
bark,Animals,Animals,animal_behaviour,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/bark_2
basset,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/basset
bat,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bat_1
beagle,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/beagle
bear,Animals,Animals,wild_mammals,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bear_2
beast,Animals,Animals,animals_in_general,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/beast
beaver,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/beaver_1
behaviour,Animals,Animals,animal_behaviour,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/behaviour
big cat,Animals,Animals,wild_mammals,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/big-cat
bilby,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bilby
billy goat,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/billy-goat
bird dog,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bird-dog
bison,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bison
bitch,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bitch_1
bitzer,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bitzer
blackface,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/blackface
bloodhound,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bloodhound
blue whale,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/blue-whale
boa,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/boa
boa constrictor,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/boa-constrictor
boar,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/boar
bobcat,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bobcat
Border collie,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/border-collie
borzoi,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/borzoi
boxer,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/boxer
breed,Animals,Animals,animal_behaviour,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/breed_1
breed,Animals,Animals,groups_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/breed_2
brood mare,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/brood-mare
buck,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/buck_1
buffalo,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/buffalo_1
bull,Animals,Animals,farm_animals,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bull
bulldog,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bulldog
bullfrog,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bullfrog
bull mastiff,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bull-mastiff
bullock,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bullock
bull terrier,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bull-terrier
bunny,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bunny
burrow,Animals,Animals,animal_homes,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/burrow_2
bushbaby,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bushbaby
bushmaster,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bushmaster
cage,Animals,Animals,animal_homes,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cage_1
caiman,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/caiman
calf,Animals,Animals,farm_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/calf
calico cat,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/calico-cat
calve,Animals,Animals,farm_animals,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/calve
camel,Animals,Animals,working_animals,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/camel
camouflage,Animals,Animals,animal_behaviour,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/camouflage_1
canine,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/canine_2
canter,Animals,Animals,animal_behaviour,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/canter_1
canter,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/canter_2
capybara,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/capybara
carnivore,Animals,Animals,animal_behaviour,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/carnivore
carthorse,Animals,Animals,working_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/carthorse
cat,Animals,Animals,pets,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cat_1
cattle,Animals,Animals,farm_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cattle
cayman,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cayman
chameleon,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chameleon
chamois,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chamois
cheetah,Animals,Animals,wild_mammals,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cheetah
chestnut,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chestnut_1
chihuahua,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chihuahua
chimpanzee,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chimpanzee
chinchilla,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chinchilla
chipmunk,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chipmunk
civet,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/civet
class,Animals,Animals,groups_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/class_1
claw,Animals,Animals,parts_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/claw_1
cloven hoof,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cloven-hoof
coat,Animals,Animals,parts_of_animals,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/coat_1
coati,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/coati
cobra,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cobra
cocker,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cocker
cold-blooded,Animals,Animals,parts_of_animals,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/cold-blooded
collie,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/collie
colony,Animals,Animals,groups_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/colony
colt,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/colt
copperhead,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/copperhead
coral snake,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/coral-snake
corgi,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/corgi
cottonmouth,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cottonmouth
cougar,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cougar
cow,Animals,Animals,farm_animals,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cow_1
coyote,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/coyote
coypu,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/coypu
creature,Animals,Animals,animals_in_general,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/creature
croak,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/croak_1
croak,Animals,Animals,animal_behaviour,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/croak_2
croc,Animals,Animals,amphibians_and_reptiles,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/croc
crocodile,Animals,Animals,amphibians_and_reptiles,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/crocodile
cross-breed,Animals,Animals,farm_animals,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/cross-breed_2
cub,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cub
cull,Animals,Animals,wild_mammals,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/cull_1
cur,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cur
dachshund,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dachshund
Dalmatian,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dalmatian
deer,Animals,Animals,wild_mammals,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deer
deerhound,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deerhound
den,Animals,Animals,animal_homes,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/den
die out,Animals,Animals,animals_in_general,b2,phrasal verb,https://www.oxfordlearnersdictionaries.com/definition/english/die-out
dingo,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dingo
dinosaur,Animals,Animals,amphibians_and_reptiles,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dinosaur
doe,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/doe_1
dog,Animals,Animals,pets,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dog_1
dogie,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dogie
dolphin,Animals,Animals,wild_mammals,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dolphin
dolphinarium,Animals,Animals,animal_homes,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dolphinarium
domestic,Animals,Animals,animals_in_general,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/domestic_1
domesticate,Animals,Animals,animals_in_general,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/domesticate
domesticated,Animals,Animals,animals_in_general,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/domesticated
donkey,Animals,Animals,working_animals,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/donkey
dormouse,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dormouse
drey,Animals,Animals,animal_homes,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drey
dromedary,Animals,Animals,working_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dromedary
drove,Animals,Animals,groups_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drove_1
duck-billed platypus,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/duck-billed-platypus
dugong,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dugong
echidna,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/echidna
elephant,Animals,Animals,wild_mammals,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/elephant
elk,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/elk
elkhound,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/elkhound
endangered,Animals,Animals,animals_in_general,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/endangered
endoskeleton,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/endoskeleton
ewe,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ewe
extinct,Animals,Animals,animals_in_general,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/extinct
extinction,Animals,Animals,animals_in_general,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/extinction
family,Animals,Animals,groups_of_animals,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/family_1
fang,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fang
farrow,Animals,Animals,groups_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/farrow_1
farrow,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/farrow_2
fauna,Animals,Animals,animals_in_general,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fauna
fawn,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fawn_2
feed,Animals,Animals,pets,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/feed_1
feline,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/feline_2
ferret,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ferret_1
fetlock,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fetlock
filly,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/filly
flank,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/flank_1
fleece,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fleece_1
flipper,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/flipper
flock,Animals,Animals,groups_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/flock_1
fluff,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fluff_1
flying fox,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/flying-fox
flying squirrel,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/flying-squirrel
foal,Animals,Animals,farm_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/foal_1
forefoot,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/forefoot
foreleg,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/foreleg
forelock,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/forelock
forever home,Animals,Animals,animal_homes,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/forever-home
four-legged friend,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/four-legged-friend
fox,Animals,Animals,wild_mammals,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fox_1
foxhound,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/foxhound
fox terrier,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fox-terrier
Friesian,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/friesian
frog,Animals,Animals,amphibians_and_reptiles,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/frog
froglet,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/froglet
frogspawn,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/frogspawn
fruit bat,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fruit-bat
fur,Animals,Animals,parts_of_animals,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fur
furry,Animals,Animals,parts_of_animals,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/furry
gallop,Animals,Animals,animal_behaviour,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/gallop_1
gallop,Animals,Animals,animal_behaviour,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gallop_2
game,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/game_1
garter snake,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/garter-snake
gecko,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gecko
gelding,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gelding
genet,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/genet
genus,Animals,Animals,groups_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/genus
gerbil,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gerbil
German shepherd,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/german-shepherd
giant panda,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/giant-panda
gibbon,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gibbon
giraffe,Animals,Animals,wild_mammals,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/giraffe
goat,Animals,Animals,farm_animals,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/goat_1
golden retriever,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/golden-retriever
gopher,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gopher
gorilla,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gorilla
grass snake,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/grass-snake
graze,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/graze_1
Great Dane,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/great-dane
greyhound,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/greyhound
groundhog,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/groundhog
growl,Animals,Animals,animal_behaviour,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/growl_1
growl,Animals,Animals,animal_behaviour,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/growl_2
grunt,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/grunt_1
grunt,Animals,Animals,animal_behaviour,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/grunt_2
guard dog,Animals,Animals,dogs,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/guard-dog
Guernsey,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/guernsey
guide dog,Animals,Animals,dogs,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/guide-dog
guinea pig,Animals,Animals,pets,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/guinea-pig
gun dog,Animals,Animals,dogs,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gun-dog
habitat,Animals,Animals,animals_in_general,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/habitat_1
hackles,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hackles
hamster,Animals,Animals,pets,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hamster
hare,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hare_1
harem,Animals,Animals,groups_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/harem
hart,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hart
hearing dog,Animals,Animals,dogs,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hearing-dog
hedgehog,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hedgehog
heifer,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/heifer
herd,Animals,Animals,groups_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/herd_1
hibernate,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hibernate
hide,Animals,Animals,parts_of_animals,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hide_2
Highland cattle,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/highland-cattle
hind,Animals,Animals,parts_of_animals,c2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/hind_1
hind,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hind_2
hindlimb,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hindlimb
hindquarters,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hindquarters
hippo,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hippo
hippopotamus,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hippopotamus
hock,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hock_1
hog,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hog_1
hognose snake,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hognose-snake
Holstein,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/holstein
hoof,Animals,Animals,parts_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hoof_1
horn,Animals,Animals,parts_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/horn_1
horse,Animals,Animals,farm_animals,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/horse_1
hound,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hound_1
hound dog,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hound-dog
house-broken,Animals,Animals,pets,c2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/house-broken
house-trained,Animals,Animals,pets,c2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/house-trained
hump,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hump_1
humpback,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/humpback
humpback whale,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/humpback-whale
hunter,Animals,Animals,working_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hunter_1
husky,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/husky_2
hutch,Animals,Animals,animal_homes,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hutch
hyaena,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hyaena
hyena,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hyena
