word,topic,subtopic,subsubtopic,CEFR_level,word_class,link
be in arrears,Homes and buildings,Houses and homes,buying_a_home,c2,idiom,https://www.oxfordlearnersdictionaries.com/definition/english/arrears
bin,Homes and buildings,Houses and homes,house_equipment,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bin_1
birdcage,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/birdcage
blackout,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/blackout
blind,Homes and buildings,Houses and homes,house_equipment,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/blind_3
boarder,Homes and buildings,Houses and homes,renting_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/boarder
boarding house,Homes and buildings,Houses and homes,types_of_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/boarding-house
boiler,Homes and buildings,Houses and homes,house_equipment,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/boiler
boiler room,Homes and buildings,Houses and homes,rooms_in_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/boiler-room
bond,Homes and buildings,Houses and homes,buying_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bond_1
bookcase,Homes and buildings,Houses and homes,furniture,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bookcase
bookshelf,Homes and buildings,Houses and homes,furniture,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bookshelf
borrow,Homes and buildings,Houses and homes,buying_a_home,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/borrow
box room,Homes and buildings,Houses and homes,rooms_in_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/box-room
breezeway,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/breezeway
bridging loan,Homes and buildings,Houses and homes,buying_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bridging-loan
broom,Homes and buildings,Houses and homes,housework,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/broom
broom closet,Homes and buildings,Houses and homes,parts_of_a_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/broom-closet
broom cupboard,Homes and buildings,Houses and homes,parts_of_a_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/broom-cupboard
brownstone,Homes and buildings,Houses and homes,types_of_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/brownstone
brush,Homes and buildings,Houses and homes,housework,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/brush_2
bucket,Homes and buildings,Houses and homes,housework,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bucket_1
building society,Homes and buildings,Houses and homes,buying_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/building-society
built-in,Homes and buildings,Houses and homes,interior_decor,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/built-in
bungalow,Homes and buildings,Houses and homes,types_of_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bungalow
bunk,Homes and buildings,Houses and homes,furniture,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bunk_1
bureau,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bureau
burglar alarm,Homes and buildings,Houses and homes,house_equipment,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/burglar-alarm
buy,Homes and buildings,Houses and homes,buying_a_home,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/buy_1
buyer,Homes and buildings,Houses and homes,buying_a_home,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/buyer
buy-to-let,Homes and buildings,Houses and homes,buying_a_home,c2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/buy-to-let
cabinet,Homes and buildings,Houses and homes,furniture,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cabinet
camp bed,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/camp-bed
canopy,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/canopy
carpet,Homes and buildings,Houses and homes,furniture,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/carpet_1
cat flap,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cat-flap
ceiling,Homes and buildings,Houses and homes,parts_of_a_house,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ceiling
cellar,Homes and buildings,Houses and homes,rooms_in_a_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cellar
central heating,Homes and buildings,Houses and homes,house_equipment,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/central-heating
chain,Homes and buildings,Houses and homes,buying_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chain_1
chair,Homes and buildings,Houses and homes,furniture,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chair_1
chalet,Homes and buildings,Houses and homes,types_of_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chalet
chest,Homes and buildings,Houses and homes,furniture,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chest_1
chest of drawers,Homes and buildings,Houses and homes,furniture,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chest-of-drawers
chimney,Homes and buildings,Houses and homes,parts_of_a_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chimney
chimney stack,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chimney-stack
chintz,Homes and buildings,Houses and homes,interior_decor,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chintz
chore,Homes and buildings,Houses and homes,housework,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/chore
cistern,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cistern
clean,Homes and buildings,Houses and homes,housework,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/clean_2
cleaning,Homes and buildings,Houses and homes,housework,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cleaning
closet,Homes and buildings,Houses and homes,rooms_in_a_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/closet_1
clutter,Homes and buildings,Houses and homes,furniture,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/clutter_2
coffee table,Homes and buildings,Houses and homes,furniture,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/coffee-table
comforter,Homes and buildings,Houses and homes,interior_decor,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/comforter
comfort room,Homes and buildings,Houses and homes,rooms_in_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/comfort-room
communal,Homes and buildings,Houses and homes,renting_a_home,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/communal
condo,Homes and buildings,Houses and homes,types_of_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/condo
condominium,Homes and buildings,Houses and homes,types_of_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/condominium
conservatory,Homes and buildings,Houses and homes,rooms_in_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/conservatory
contract,Homes and buildings,Houses and homes,buying_a_home,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/contract_1
cooker,Homes and buildings,Houses and homes,house_equipment,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cooker
corner,Homes and buildings,Houses and homes,parts_of_a_house,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/corner_1
cornice,Homes and buildings,Houses and homes,interior_decor,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cornice
cottage,Homes and buildings,Houses and homes,types_of_house,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cottage
couch,Homes and buildings,Houses and homes,furniture,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/couch_1
council flat,Homes and buildings,Houses and homes,renting_a_home,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/council-flat
country house,Homes and buildings,Houses and homes,types_of_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/country-house
cupboard,Homes and buildings,Houses and homes,parts_of_a_house,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cupboard
curtain,Homes and buildings,Houses and homes,interior_decor,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/curtain_1
cushion,Homes and buildings,Houses and homes,interior_decor,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cushion_1
decor,Homes and buildings,Houses and homes,interior_decor,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/decor
decorate,Homes and buildings,Houses and homes,interior_decor,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/decorate
decoration,Homes and buildings,Houses and homes,interior_decor,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/decoration
deed,Homes and buildings,Houses and homes,buying_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deed_2
deep freeze,Homes and buildings,Houses and homes,house_equipment,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deep-freeze
deposit,Homes and buildings,Houses and homes,buying_a_home,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deposit_1
deposit,Homes and buildings,Houses and homes,buying_a_home,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deposit_2
desk,Homes and buildings,Houses and homes,furniture,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/desk
detached,Homes and buildings,Houses and homes,types_of_house,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/detached
detailing,Homes and buildings,Houses and homes,interior_decor,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/detailing
dining room,Homes and buildings,Houses and homes,rooms_in_a_house,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dining-room
dishwasher,Homes and buildings,Houses and homes,house_equipment,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dishwasher
dispossess,Homes and buildings,Houses and homes,buying_a_home,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dispossess
dispossession,Homes and buildings,Houses and homes,buying_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dispossession
DIY,Homes and buildings,Houses and homes,interior_decor,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diy
door,Homes and buildings,Houses and homes,parts_of_a_house,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/door
doorbell,Homes and buildings,Houses and homes,parts_of_a_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/doorbell
doorknob,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/doorknob
door knocker,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/door-knocker
doorstep,Homes and buildings,Houses and homes,parts_of_a_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/doorstep_1
doorway,Homes and buildings,Houses and homes,parts_of_a_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/doorway
dormitory,Homes and buildings,Houses and homes,rooms_in_a_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dormitory
downspout,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/downspout
downstairs,Homes and buildings,Houses and homes,parts_of_a_house,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/downstairs_1
downstairs,Homes and buildings,Houses and homes,parts_of_a_house,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/downstairs_2
downstairs,Homes and buildings,Houses and homes,parts_of_a_house,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/downstairs_3
drain,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drain_2
drainpipe,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drainpipe
drape,Homes and buildings,Houses and homes,interior_decor,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drape_2
drawer,Homes and buildings,Houses and homes,furniture,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drawer
drawing room,Homes and buildings,Houses and homes,rooms_in_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drawing-room
dresser,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dresser
dressing room,Homes and buildings,Houses and homes,rooms_in_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dressing-room
dressing table,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dressing-table
dry up,Homes and buildings,Houses and homes,housework,c1,phrasal verb,https://www.oxfordlearnersdictionaries.com/definition/english/dry-up
duplex,Homes and buildings,Houses and homes,types_of_house,c2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/duplex_1
duplex,Homes and buildings,Houses and homes,types_of_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/duplex_2
dust,Homes and buildings,Houses and homes,housework,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dust_2
dustbin,Homes and buildings,Houses and homes,house_equipment,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dustbin
duster,Homes and buildings,Houses and homes,housework,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/duster
dustpan,Homes and buildings,Houses and homes,housework,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dustpan
duvet,Homes and buildings,Houses and homes,interior_decor,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/duvet
dwelling,Homes and buildings,Houses and homes,types_of_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dwelling
easy chair,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/easy-chair
end table,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/end-table
en suite,Homes and buildings,Houses and homes,rooms_in_a_house,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/en-suite_1
entrance,Homes and buildings,Houses and homes,parts_of_a_house,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/entrance1
entrance hall,Homes and buildings,Houses and homes,rooms_in_a_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/entrance-hall
entry,Homes and buildings,Houses and homes,parts_of_a_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/entry
Entryphone™,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/entryphonetm
equipment,Homes and buildings,Houses and homes,house_equipment,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/equipment
estate,Homes and buildings,Houses and homes,types_of_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/estate
estate agent,Homes and buildings,Houses and homes,buying_a_home,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/estate-agent
evict,Homes and buildings,Houses and homes,renting_a_home,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/evict
eviction,Homes and buildings,Houses and homes,renting_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/eviction
exchange,Homes and buildings,Houses and homes,buying_a_home,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/exchange_2
extension,Homes and buildings,Houses and homes,parts_of_a_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/extension
exterior,Homes and buildings,Houses and homes,parts_of_a_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/exterior_1
facade,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/facade
family room,Homes and buildings,Houses and homes,rooms_in_a_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/family-room
fan,Homes and buildings,Houses and homes,house_equipment,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fan_1
farm,Homes and buildings,Houses and homes,types_of_house,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/farm_1
fire alarm,Homes and buildings,Houses and homes,house_equipment,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fire-alarm
fire escape,Homes and buildings,Houses and homes,parts_of_a_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fire-escape
fireplace,Homes and buildings,Houses and homes,house_equipment,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fireplace
first floor,Homes and buildings,Houses and homes,parts_of_a_house,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/first-floor_1
first-floor,Homes and buildings,Houses and homes,parts_of_a_house,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/first-floor_2
fitting,Homes and buildings,Houses and homes,interior_decor,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fitting_2
fixture,Homes and buildings,Houses and homes,interior_decor,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fixture
flat,Homes and buildings,Houses and homes,types_of_house,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/flat_1
flat-pack,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/flat-pack
floor,Homes and buildings,Houses and homes,parts_of_a_house,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/floor_1
foreclose,Homes and buildings,Houses and homes,buying_a_home,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/foreclose
forever home,Homes and buildings,Houses and homes,types_of_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/forever-home
for rent,Homes and buildings,Houses and homes,renting_a_home,c1,idiom,https://www.oxfordlearnersdictionaries.com/definition/english/rent_1
foyer,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/foyer
freehold,Homes and buildings,Houses and homes,buying_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/freehold_1
freehold,Homes and buildings,Houses and homes,buying_a_home,c2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/freehold_2
freehold,Homes and buildings,Houses and homes,buying_a_home,c2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/freehold_3
free-standing,Homes and buildings,Houses and homes,furniture,c2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/free-standing
freezer,Homes and buildings,Houses and homes,house_equipment,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/freezer
French door,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/french-door
French window,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/french-window
fridge,Homes and buildings,Houses and homes,house_equipment,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fridge
frieze,Homes and buildings,Houses and homes,interior_decor,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/frieze
front,Homes and buildings,Houses and homes,parts_of_a_house,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/front_1
frontage,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/frontage
front door,Homes and buildings,Houses and homes,parts_of_a_house,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/front-door
front room,Homes and buildings,Houses and homes,rooms_in_a_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/front-room
furnish,Homes and buildings,Houses and homes,furniture,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/furnish
furnished,Homes and buildings,Houses and homes,furniture,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/furnished
furnishings,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/furnishings
furniture,Homes and buildings,Houses and homes,furniture,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/furniture
furniture van,Homes and buildings,Houses and homes,buying_a_home,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/furniture-van
fuse box,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fuse-box
futon,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/futon
gable,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gable
gadget,Homes and buildings,Houses and homes,house_equipment,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gadget
garage,Homes and buildings,Houses and homes,rooms_in_a_house,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/garage_1
gasometer,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gasometer
gazump,Homes and buildings,Houses and homes,buying_a_home,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/gazump
gazumping,Homes and buildings,Houses and homes,buying_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gazumping
gazunder,Homes and buildings,Houses and homes,buying_a_home,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/gazunder
gazundering,Homes and buildings,Houses and homes,buying_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gazundering
granny flat,Homes and buildings,Houses and homes,rooms_in_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/granny-flat
ground floor,Homes and buildings,Houses and homes,parts_of_a_house,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ground-floor
guttering,Homes and buildings,Houses and homes,parts_of_a_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/guttering
hall,Homes and buildings,Houses and homes,rooms_in_a_house,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hall
hallway,Homes and buildings,Houses and homes,rooms_in_a_house,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hallway
hammock,Homes and buildings,Houses and homes,furniture,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hammock
hang,Homes and buildings,Houses and homes,interior_decor,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hang_1
hanging,Homes and buildings,Houses and homes,interior_decor,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hanging
hatch,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hatch_2
HDB,Homes and buildings,Houses and homes,types_of_house,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hdb
heater,Homes and buildings,Houses and homes,house_equipment,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/heater
heating,Homes and buildings,Houses and homes,house_equipment,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/heating
hi-fi,Homes and buildings,Houses and homes,house_equipment,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hi-fi_2
high chair,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/high-chair
home,Homes and buildings,Houses and homes,types_of_house,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/home_1
homebuyer,Homes and buildings,Houses and homes,buying_a_home,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/homebuyer
home improvement,Homes and buildings,Houses and homes,interior_decor,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/home-improvement
home loan,Homes and buildings,Houses and homes,buying_a_home,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/home-loan
home office,Homes and buildings,Houses and homes,rooms_in_a_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/home-office
homeowner,Homes and buildings,Houses and homes,buying_a_home,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/homeowner
hoover,Homes and buildings,Houses and homes,housework,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/hoover
Hoover™,Homes and buildings,Houses and homes,housework,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hoovertm
house,Homes and buildings,Houses and homes,types_of_house,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/house_1
houseboat,Homes and buildings,Houses and homes,types_of_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/houseboat
house-hunting,Homes and buildings,Houses and homes,buying_a_home,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/house-hunting
housemate,Homes and buildings,Houses and homes,renting_a_home,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/housemate
house-sit,Homes and buildings,Houses and homes,renting_a_home,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/house-sit
house-warming,Homes and buildings,Houses and homes,buying_a_home,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/house-warming
housework,Homes and buildings,Houses and homes,housework,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/housework
housing,Homes and buildings,Houses and homes,types_of_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/housing
housing benefit,Homes and buildings,Houses and homes,renting_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/housing-benefit
housing estate,Homes and buildings,Houses and homes,types_of_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/housing-estate
housing ladder,Homes and buildings,Houses and homes,buying_a_home,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/housing-ladder
housing scheme,Homes and buildings,Houses and homes,renting_a_home,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/housing-scheme
hut,Homes and buildings,Houses and homes,types_of_house,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hut
igloo,Homes and buildings,Houses and homes,types_of_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/igloo
immersion heater,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/immersion-heater
in arrears,Homes and buildings,Houses and homes,buying_a_home,c2,idiom,https://www.oxfordlearnersdictionaries.com/definition/english/arrears
indoor,Homes and buildings,Houses and homes,parts_of_a_house,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/indoor
indoors,Homes and buildings,Houses and homes,parts_of_a_house,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/indoors
interior,Homes and buildings,Houses and homes,parts_of_a_house,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/interior_1
interior,Homes and buildings,Houses and homes,interior_decor,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/interior_2
iron,Homes and buildings,Houses and homes,housework,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/iron_1
iron,Homes and buildings,Houses and homes,housework,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/iron_2
ironing,Homes and buildings,Houses and homes,housework,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ironing
ironing board,Homes and buildings,Houses and homes,housework,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ironing-board
island,Homes and buildings,Houses and homes,furniture,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/island
Jacuzzi™,Homes and buildings,Houses and homes,house_equipment,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/jacuzzitm
kitchen,Homes and buildings,Houses and homes,rooms_in_a_house,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/kitchen
knick-knack,Homes and buildings,Houses and homes,interior_decor,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/knick-knack
