,word,Total,topic,subtopic,subsubtopic,CEFR_level
21036,troop,33506.0,Politics and society,War and conflict,the_army,b2
21037,trooper,1257.0,Politics and society,War and conflict,the_army,c2
21038,troopship,65.0,Politics and society,War and conflict,the_navy,c2
21039,truce,1953.0,Politics and society,War and conflict,peacekeeping,c1
21040,turn swords into ploughshares,,Politics and society,War and conflict,weapons,c2
21041,turn swords into plowshares,,Politics and society,War and conflict,weapons,c2
21042,underground,2958.0,Politics and society,War and conflict,war,c2
21043,underground,2958.0,Politics and society,War and conflict,war,c2
21044,underground,2958.0,Politics and society,War and conflict,war,c2
21045,United Nations Security Council,,Politics and society,War and conflict,peacekeeping,c2
21046,United States Marine Corps,,Politics and society,War and conflict,the_navy,c2
21047,USAF,,Politics and society,War and conflict,the_air_force,c2
21048,USN,,Politics and society,War and conflict,the_navy,c2
21049,USS,,Politics and society,War and conflict,the_navy,c2
21050,vanquish,377.0,Politics and society,War and conflict,war,c2
21051,vengeance,5802.0,Politics and society,War and conflict,war,c2
21052,veteran,2166.0,Politics and society,War and conflict,the_armed_forces,c1
21053,vice admiral,,Politics and society,War and conflict,the_navy,c2
21054,victor,4113.0,Politics and society,War and conflict,war,c2
21055,victory,14859.0,Politics and society,War and conflict,war,b2
21056,violence,9271.0,Politics and society,War and conflict,terrorism,b2
21057,volunteer,18753.0,Politics and society,War and conflict,the_armed_forces,b2
21058,volunteer,18753.0,Politics and society,War and conflict,the_armed_forces,b2
21059,wage,6290.0,Politics and society,War and conflict,war,c1
21060,war,97595.0,Politics and society,War and conflict,war,a2
21061,war crime,,Politics and society,War and conflict,war,b2
21062,war criminal,,Politics and society,War and conflict,war,b2
21063,warfare,4003.0,Politics and society,War and conflict,war,c1
21064,warrant officer,,Politics and society,War and conflict,the_armed_forces,c2
21065,warring,534.0,Politics and society,War and conflict,war,c2
21066,warship,772.0,Politics and society,War and conflict,the_navy,b2
21067,wartime,416.0,Politics and society,War and conflict,war,b2
21068,wartime,416.0,Politics and society,War and conflict,war,b2
21069,war-torn,,Politics and society,War and conflict,war,c2
21070,war widow,,Politics and society,War and conflict,war,c2
21071,watch list,,Politics and society,War and conflict,terrorism,c2
21072,water cannon,,Politics and society,War and conflict,weapons,c2
21073,weapon,11882.0,Politics and society,War and conflict,weapons,b1
21074,weapon of mass destruction,,Politics and society,War and conflict,weapons,c2
21075,white flag,,Politics and society,War and conflict,peacekeeping,c2
21076,wing commander,,Politics and society,War and conflict,the_air_force,c2
21077,WMD,,Politics and society,War and conflict,weapons,c2
21078,wound,20121.0,Politics and society,War and conflict,war,b2
21079,wound,20121.0,Politics and society,War and conflict,war,b2
21080,WRAF,,Politics and society,War and conflict,the_air_force,c2
21081,yeoman,1475.0,Politics and society,War and conflict,the_navy,c2
21082,zealot,291.0,Politics and society,War and conflict,terrorism,c2
21083,accommodation,2196.0,Science and technology,Biology,biology,c2
21084,acquired characteristic,,Science and technology,Biology,biology,c2
21085,allele,,Science and technology,Biology,genetics,c2
21086,ameba,2.0,Science and technology,Biology,biology,c2
21087,amino acid,,Science and technology,Biology,biology,c2
21088,amnion,99.0,Science and technology,Biology,biology,c2
21089,amoeba,122.0,Science and technology,Biology,biology,c2
21090,anaerobic,49.0,Science and technology,Biology,biology,c2
21091,anatomy,2650.0,Science and technology,Biology,biology,c2
21092,antibody,31.0,Science and technology,Biology,biology,c2
21093,antigen,21.0,Science and technology,Biology,biology,c2
21094,asexual,113.0,Science and technology,Biology,biology,c2
21095,asexuality,,Science and technology,Biology,biology,c2
21096,autophagy,,Science and technology,Biology,biology,c2
21097,axon,39.0,Science and technology,Biology,biology,c2
21098,bacteria,2227.0,Science and technology,Biology,biology,b2
21099,bacteriophage,,Science and technology,Biology,biology,c2
21100,behaviour,3777.0,Science and technology,Biology,biology,a2
21101,being,11042.0,Science and technology,Biology,biology,b2
21102,biochemist,5.0,Science and technology,Biology,biology,b2
21103,biochemistry,40.0,Science and technology,Biology,biology,b2
21104,biological,1236.0,Science and technology,Biology,biology,b2
21105,biologist,256.0,Science and technology,Biology,biology,b1
21106,biology,741.0,Science and technology,Biology,biology,a2
21107,biomolecule,,Science and technology,Biology,biology,c2
21108,biotype,,Science and technology,Biology,genetics,c2
21109,bisexual,167.0,Science and technology,Biology,biology,c2
21110,blueprint,28.0,Science and technology,Biology,genetics,c2
21111,botanist,1270.0,Science and technology,Biology,biology,c2
21112,botany,1512.0,Science and technology,Biology,biology,c2
21113,capsid,2.0,Science and technology,Biology,biology,c2
21114,carb,7.0,Science and technology,Biology,biology,b2
21115,carbohydrate,445.0,Science and technology,Biology,biology,b2
21116,cell,14275.0,Science and technology,Biology,biology,b2
21117,centriole,,Science and technology,Biology,biology,c2
21118,chemosynthesis,,Science and technology,Biology,biology,c2
21119,chemosynthetic,,Science and technology,Biology,biology,c2
21120,chlorophyll,204.0,Science and technology,Biology,biology,c2
21121,chloroplast,42.0,Science and technology,Biology,biology,c2
21122,cholesterol,41.0,Science and technology,Biology,biology,c1
21123,chromosomal,3.0,Science and technology,Biology,biology,c2
21124,chromosome,181.0,Science and technology,Biology,genetics,c2
21125,circulate,522.0,Science and technology,Biology,biology,c1
21126,clone,80.0,Science and technology,Biology,genetics,c1
21127,clone,80.0,Science and technology,Biology,genetics,c1
21128,community,12468.0,Science and technology,Biology,biology,c2
21129,connective tissue,,Science and technology,Biology,biology,c2
21130,cortisol,1.0,Science and technology,Biology,biology,c2
21131,cosmopolitan,402.0,Science and technology,Biology,biology,c2
21132,cyanobacteria,,Science and technology,Biology,biology,c2
21133,cycle,2428.0,Science and technology,Biology,biology,b1
21134,cytoplasm,56.0,Science and technology,Biology,biology,c2
21135,dendrite,24.0,Science and technology,Biology,biology,c2
21136,dendritic,12.0,Science and technology,Biology,biology,c2
21137,deoxyribonucleic acid,,Science and technology,Biology,genetics,c2
21138,digest,1165.0,Science and technology,Biology,biology,c1
21139,digestion,2517.0,Science and technology,Biology,biology,c1
21140,digestive,1531.0,Science and technology,Biology,biology,c1
21141,disruptor,,Science and technology,Biology,genetics,c2
21142,divide,6227.0,Science and technology,Biology,biology,b1
21143,division,24648.0,Science and technology,Biology,biology,b2
21144,DNA,,Science and technology,Biology,genetics,b2
21145,dominant,1839.0,Science and technology,Biology,genetics,c2
21146,egg,33496.0,Science and technology,Biology,biology,b2
21147,embryo,2749.0,Science and technology,Biology,biology,c1
21148,encode,2.0,Science and technology,Biology,biology,c2
21149,engineer,5249.0,Science and technology,Biology,genetics,c1
21150,enzyme,201.0,Science and technology,Biology,biology,c2
21151,eucaryote,,Science and technology,Biology,biology,c2
21152,eucaryotic,,Science and technology,Biology,biology,c2
21153,eukaryote,,Science and technology,Biology,biology,c2
21154,eukaryotic,,Science and technology,Biology,biology,c2
21155,evolution,5779.0,Science and technology,Biology,biology,b2
21156,evolutionary,488.0,Science and technology,Biology,biology,c1
21157,evolve,294.0,Science and technology,Biology,biology,b2
21158,excrement,525.0,Science and technology,Biology,biology,c2
21159,excrete,50.0,Science and technology,Biology,biology,c2
21160,faeces,49.0,Science and technology,Biology,biology,c2
21161,feces,197.0,Science and technology,Biology,biology,c2
21162,female,24974.0,Science and technology,Biology,biology,a2
21163,female,24974.0,Science and technology,Biology,biology,a2
21164,fertile,5794.0,Science and technology,Biology,biology,c1
21165,fertilize,241.0,Science and technology,Biology,biology,c1
21166,fetus,693.0,Science and technology,Biology,biology,c2
21167,filament,1738.0,Science and technology,Biology,biology,c2
21168,fission,133.0,Science and technology,Biology,biology,c2
21169,foetus,403.0,Science and technology,Biology,biology,c2
21170,fossil,3070.0,Science and technology,Biology,biology,b2
21171,Frankenfood,,Science and technology,Biology,genetics,c2
21172,fungus,1155.0,Science and technology,Biology,biology,c1
21173,gamete,56.0,Science and technology,Biology,biology,c2
21174,gas exchange,,Science and technology,Biology,biology,c2
21175,gene,328.0,Science and technology,Biology,genetics,b2
21176,gene editing,,Science and technology,Biology,genetics,c2
21177,gene pool,,Science and technology,Biology,genetics,c2
21178,gene therapy,,Science and technology,Biology,genetics,c2
21179,genetic,232.0,Science and technology,Biology,genetics,b2
21180,genetically,47.0,Science and technology,Biology,genetics,b2
21181,genetically modified,,Science and technology,Biology,genetics,b2
21182,genetic code,,Science and technology,Biology,genetics,c1
21183,genetic engineering,,Science and technology,Biology,genetics,b2
21184,genetic modification,,Science and technology,Biology,genetics,c2
21185,genetics,92.0,Science and technology,Biology,genetics,b2
21186,genome,,Science and technology,Biology,genetics,c1
21187,genotype,4.0,Science and technology,Biology,genetics,c2
21188,germ,3511.0,Science and technology,Biology,biology,b2
21189,GM,,Science and technology,Biology,genetics,b2
21190,GMO,,Science and technology,Biology,genetics,c2
21191,heterozygote,6.0,Science and technology,Biology,genetics,c2
21192,histamine,,Science and technology,Biology,biology,c2
21193,homologous,461.0,Science and technology,Biology,biology,c2
21194,homozygote,9.0,Science and technology,Biology,genetics,c2
21195,hormone,70.0,Science and technology,Biology,biology,c1
21196,hybrid,4518.0,Science and technology,Biology,biology,c1
21197,hydrocortisone,,Science and technology,Biology,biology,c2
21198,incubate,224.0,Science and technology,Biology,biology,c2
21199,incubation,660.0,Science and technology,Biology,biology,c2
21200,inheritable,84.0,Science and technology,Biology,genetics,c2
21201,inhibitor,3.0,Science and technology,Biology,genetics,c2
21202,instinct,10108.0,Science and technology,Biology,biology,c1
21203,insulin,11.0,Science and technology,Biology,biology,c2
21204,interferon,,Science and technology,Biology,biology,c2
21205,in vitro,,Science and technology,Biology,biology,c2
21206,in vitro,,Science and technology,Biology,biology,c2
21207,in vivo,,Science and technology,Biology,biology,c2
21208,in vivo,,Science and technology,Biology,biology,c2
21209,killer cell,,Science and technology,Biology,biology,c2
21210,lactate,37.0,Science and technology,Biology,biology,c2
21211,life cycle,,Science and technology,Biology,biology,b2
21212,lipid,,Science and technology,Biology,biology,c2
21213,lymph,783.0,Science and technology,Biology,biology,c2
21214,lymph node,,Science and technology,Biology,biology,c2
21215,male,22512.0,Science and technology,Biology,biology,a2
21216,male,22512.0,Science and technology,Biology,biology,a2
21217,maltose,60.0,Science and technology,Biology,biology,c2
21218,medium,19672.0,Science and technology,Biology,biology,c2
21219,meiosis,5.0,Science and technology,Biology,biology,c2
21220,membrane,5414.0,Science and technology,Biology,biology,c2
21221,metabolism,272.0,Science and technology,Biology,biology,c1
21222,microbe,238.0,Science and technology,Biology,biology,c2
21223,microbial,7.0,Science and technology,Biology,biology,c2
21224,mitochondrial,,Science and technology,Biology,biology,c2
21225,mitochondrion,1.0,Science and technology,Biology,biology,c2
21226,mitosis,9.0,Science and technology,Biology,biology,c2
21227,mutant,50.0,Science and technology,Biology,genetics,c2
21228,mutant,50.0,Science and technology,Biology,genetics,c2
21229,mutate,2.0,Science and technology,Biology,genetics,c2
21230,mutation,293.0,Science and technology,Biology,genetics,c1
21231,nerve,10635.0,Science and technology,Biology,biology,b2
21232,nerve ending,,Science and technology,Biology,biology,c2
21233,neurology,21.0,Science and technology,Biology,biology,c2
21234,neuromuscular,23.0,Science and technology,Biology,biology,c2
21235,neuron,158.0,Science and technology,Biology,biology,c2
21236,neurotransmitter,3.0,Science and technology,Biology,biology,c2
21237,norepinephrine,,Science and technology,Biology,biology,c2
21238,nucleotide,5.0,Science and technology,Biology,biology,c2
21239,nucleus,1840.0,Science and technology,Biology,biology,c1
21240,nutrient,554.0,Science and technology,Biology,biology,b2
21241,oestrogen,1.0,Science and technology,Biology,biology,c2
21242,organic,4730.0,Science and technology,Biology,biology,c1
21243,organism,4415.0,Science and technology,Biology,biology,b2
21244,oviparous,75.0,Science and technology,Biology,biology,c2
21245,ovoviviparous,7.0,Science and technology,Biology,biology,c2
21246,ovulate,2.0,Science and technology,Biology,biology,c2
21247,ovum,1415.0,Science and technology,Biology,biology,c2
21248,parasite,1770.0,Science and technology,Biology,biology,c1
21249,pathology,516.0,Science and technology,Biology,biology,c2
21250,pepsin,131.0,Science and technology,Biology,biology,c2
21251,phage,6.0,Science and technology,Biology,biology,c2
21252,pharming,,Science and technology,Biology,genetics,c2
21253,phenotype,2.0,Science and technology,Biology,genetics,c2
21254,photosynthesis,5.0,Science and technology,Biology,biology,c1
21255,physiology,1578.0,Science and technology,Biology,biology,c1
21256,pigmentation,150.0,Science and technology,Biology,biology,c2
21257,procaryote,,Science and technology,Biology,biology,c2
21258,procaryotic,,Science and technology,Biology,biology,c2
21259,progesterone,4.0,Science and technology,Biology,biology,c2
21260,prokaryote,,Science and technology,Biology,biology,c2
21261,prokaryotic,,Science and technology,Biology,biology,c2
21262,propagate,706.0,Science and technology,Biology,biology,c2
21263,propagation,1631.0,Science and technology,Biology,biology,c2
21264,protein,738.0,Science and technology,Biology,biology,b2
21265,protoplasm,817.0,Science and technology,Biology,biology,c2
21266,receptor,53.0,Science and technology,Biology,biology,c2
21267,recessive,32.0,Science and technology,Biology,genetics,c2
21268,regurgitate,46.0,Science and technology,Biology,biology,c2
21269,replicator,4.0,Science and technology,Biology,genetics,c2
21270,reproduce,1364.0,Science and technology,Biology,biology,c1
21271,reproduction,3019.0,Science and technology,Biology,biology,c1
21272,reproductive,1354.0,Science and technology,Biology,biology,c1
21273,respiration,2200.0,Science and technology,Biology,biology,c2
21274,respiratory,739.0,Science and technology,Biology,biology,c2
21275,RNA,,Science and technology,Biology,biology,c2
21276,secrete,583.0,Science and technology,Biology,biology,c2
21277,semen,677.0,Science and technology,Biology,biology,c2
21278,sequence,1385.0,Science and technology,Biology,genetics,c2
21279,sex chromosome,,Science and technology,Biology,genetics,c2
21280,species,1.0,Science and technology,Biology,biology,b2
21281,specimen,19171.0,Science and technology,Biology,biology,c1
21282,sperm,967.0,Science and technology,Biology,biology,c2
21283,spike protein,,Science and technology,Biology,biology,c2
21284,starch,1778.0,Science and technology,Biology,biology,c2
21285,stem cell,,Science and technology,Biology,biology,c2
21286,stimulus,4172.0,Science and technology,Biology,biology,c1
21287,stress hormone,,Science and technology,Biology,biology,c2
21288,subspecies,1237.0,Science and technology,Biology,biology,c1
21289,symbiosis,41.0,Science and technology,Biology,biology,c2
21290,synthesis,719.0,Science and technology,Biology,biology,c1
21291,synthesize,16.0,Science and technology,Biology,biology,c2
21292,testosterone,,Science and technology,Biology,biology,c2
21293,the survival of the fittest,,Science and technology,Biology,biology,c2
21294,tissue,7106.0,Science and technology,Biology,biology,c1
21295,transgenic,,Science and technology,Biology,genetics,c2
21296,transgenic,,Science and technology,Biology,genetics,c2
21297,urinate,117.0,Science and technology,Biology,biology,c2
21298,vector,63.0,Science and technology,Biology,biology,c2
21299,vesicle,824.0,Science and technology,Biology,biology,c2
21300,virus,3206.0,Science and technology,Biology,biology,a2
21301,viviparous,111.0,Science and technology,Biology,biology,c2
21302,wall,54644.0,Science and technology,Biology,biology,c2
21303,X chromosome,,Science and technology,Biology,genetics,c2
21304,Y chromosome,,Science and technology,Biology,genetics,c2
21305,zoologist,536.0,Science and technology,Biology,biology,c1
21306,zoology,757.0,Science and technology,Biology,biology,c1
21307,accelerator board,,Science and technology,Computers,computer_hardware,c2
21308,access,28318.0,Science and technology,Computers,using_a_computer,b1
21309,add-in,,Science and technology,Computers,computer_software,c2
21310,AI,,Science and technology,Computers,computer_programming,c2
21311,alert,2075.0,Science and technology,Computers,computer_software,c1
21312,Algol,,Science and technology,Computers,computer_programming,c2
21313,algorithm,79.0,Science and technology,Computers,computer_software,c2
21314,Alt key,,Science and technology,Computers,using_a_computer,c2
21315,analogue,206.0,Science and technology,Computers,computer_software,c1
21316,animation,1229.0,Science and technology,Computers,computer_software,b2
21317,antivirus,1.0,Science and technology,Computers,computer_software,c1
21318,app,414.0,Science and technology,Computers,computer_software,a2
21319,applet,2.0,Science and technology,Computers,computer_software,c2
21320,application,10639.0,Science and technology,Computers,computer_software,c1
21321,AR,,Science and technology,Computers,computer_software,c2
21322,architect,2958.0,Science and technology,Computers,computer_programming,c2
21323,architect,2958.0,Science and technology,Computers,computer_programming,c2
21324,architecture,5056.0,Science and technology,Computers,computer_programming,c1
21325,archive,33957.0,Science and technology,Computers,using_a_computer,c2
21326,archive,33957.0,Science and technology,Computers,using_a_computer,c2
21327,array,4868.0,Science and technology,Computers,computer_programming,c2
21328,artificial intelligence,,Science and technology,Computers,computer_programming,b2
21329,authenticate,33.0,Science and technology,Computers,using_a_computer,c2
21330,authoring,5.0,Science and technology,Computers,computer_programming,c2
21331,autocorrect,,Science and technology,Computers,computer_software,c2
21332,autocorrect,,Science and technology,Computers,computer_software,c2
21333,autoplay,,Science and technology,Computers,using_a_computer,c1
21334,back end,,Science and technology,Computers,computer_software,c2
21335,back-end,,Science and technology,Computers,computer_programming,c2
21336,backslash,2.0,Science and technology,Computers,computer_programming,c2
21337,backspace,6.0,Science and technology,Computers,using_a_computer,c2
21338,backspace,6.0,Science and technology,Computers,using_a_computer,c2
21339,back up,,Science and technology,Computers,computer_software,c1
21340,backup,23.0,Science and technology,Computers,computer_software,c1
21341,BASIC,,Science and technology,Computers,computer_programming,c2
21342,batch,885.0,Science and technology,Computers,computer_programming,c2
21343,beta version,,Science and technology,Computers,computer_software,c2
21344,binary,2854.0,Science and technology,Computers,computer_programming,c2
21345,BIOS,,Science and technology,Computers,computer_programming,c2
21346,bit,19114.0,Science and technology,Computers,computer_programming,c2
21347,Bitcoin™,,Science and technology,Computers,computer_programming,c2
21348,BlackBerry™,,Science and technology,Computers,computer_hardware,c1
21349,blockchain,,Science and technology,Computers,computer_software,c2
21350,Bluetooth™,,Science and technology,Computers,computer_hardware,c1
21351,Blu-ray,,Science and technology,Computers,computer_hardware,c1
21352,Boolean operator,,Science and technology,Computers,computer_programming,c2
21353,boot,7180.0,Science and technology,Computers,using_a_computer,c2
21354,bootstrap,21.0,Science and technology,Computers,computer_software,c2
21355,bootstrap,21.0,Science and technology,Computers,computer_software,c2
21356,bot,1847.0,Science and technology,Computers,computer_software,c1
21357,botnet,,Science and technology,Computers,computer_problems,c2
21358,bug,1595.0,Science and technology,Computers,computer_problems,b2
21359,buggy,677.0,Science and technology,Computers,computer_problems,c2
21360,bundle,4373.0,Science and technology,Computers,computer_software,c2
21361,bundle,4373.0,Science and technology,Computers,computer_software,c2
21362,burn,10239.0,Science and technology,Computers,computer_software,c2
21363,bus,615.0,Science and technology,Computers,computer_hardware,c2
21364,button,3454.0,Science and technology,Computers,using_a_computer,a2
21365,byte,92.0,Science and technology,Computers,computer_programming,c1
21366,cache,268.0,Science and technology,Computers,computer_hardware,c2
21367,cache,268.0,Science and technology,Computers,computer_programming,c2
21368,CAD,,Science and technology,Computers,using_a_computer,c2
21369,CADCAM,,Science and technology,Computers,using_a_computer,c2
21370,CAM,,Science and technology,Computers,using_a_computer,c2
21371,card,9897.0,Science and technology,Computers,computer_hardware,c2
21372,CD burner,,Science and technology,Computers,computer_hardware,c2
21373,CD-ROM,,Science and technology,Computers,computer_hardware,b2
21374,CD writer,,Science and technology,Computers,computer_hardware,c2
21375,central processing unit,,Science and technology,Computers,computer_hardware,c2
21376,channel,7848.0,Science and technology,Computers,computer_programming,c1
21377,chatbot,,Science and technology,Computers,computer_software,c2
21378,ChatGPT,,Science and technology,Computers,computer_software,c2
21379,chip,1357.0,Science and technology,Computers,computer_hardware,b1
21380,click,705.0,Science and technology,Computers,using_a_computer,b1
21381,click,705.0,Science and technology,Computers,using_a_computer,b1
21382,client,1555.0,Science and technology,Computers,computer_hardware,c2
21383,client-side,,Science and technology,Computers,computer_hardware,c2
21384,clip art,,Science and technology,Computers,computer_software,c2
21385,clipboard,2.0,Science and technology,Computers,using_a_computer,c2
21386,clock speed,,Science and technology,Computers,computer_hardware,c2
21387,clone,80.0,Science and technology,Computers,computer_hardware,c2
21388,CMS,,Science and technology,Computers,computer_software,c2
21389,COBOL,,Science and technology,Computers,computer_programming,c2
21390,code,6847.0,Science and technology,Computers,computer_programming,b2
21391,code,6847.0,Science and technology,Computers,computer_programming,b2
21392,codec,,Science and technology,Computers,computer_software,c2
21393,command,32898.0,Science and technology,Computers,computer_programming,b2
21394,command language,,Science and technology,Computers,computer_programming,c2
21395,compatibility,69.0,Science and technology,Computers,computer_programming,c2
21396,compatible,639.0,Science and technology,Computers,computer_programming,c1
21397,compress,474.0,Science and technology,Computers,using_a_computer,c2
21398,computer,10532.0,Science and technology,Computers,computer_hardware,a1
21399,computer-aided,,Science and technology,Computers,using_a_computer,c1
21400,computer-generated,,Science and technology,Computers,computer_programming,c1
21401,computerize,,Science and technology,Computers,computer_programming,c1
21402,computer-literate,,Science and technology,Computers,using_a_computer,c1
21403,computing,216.0,Science and technology,Computers,using_a_computer,b1
21404,configuration,476.0,Science and technology,Computers,computer_hardware,c2
21405,configure,,Science and technology,Computers,computer_software,c2
21406,connect,2063.0,Science and technology,Computers,using_a_computer,a2
21407,console,1374.0,Science and technology,Computers,computer_hardware,c2
21408,content management system,,Science and technology,Computers,computer_software,c2
21409,control,14940.0,Science and technology,Computers,using_a_computer,c1
21410,corrupt,4778.0,Science and technology,Computers,computer_problems,c2
21411,corruption,3646.0,Science and technology,Computers,computer_problems,c2
21412,courseware,,Science and technology,Computers,computer_software,c2
21413,CPU,,Science and technology,Computers,computer_hardware,c2
21414,cracker,894.0,Science and technology,Computers,computer_problems,c2
21415,crash,1973.0,Science and technology,Computers,computer_problems,b2
21416,crash,1973.0,Science and technology,Computers,computer_problems,b2
21417,cursor,57.0,Science and technology,Computers,using_a_computer,c1
21418,cut,54539.0,Science and technology,Computers,using_a_computer,b2
21419,cybercrime,,Science and technology,Computers,computer_problems,c1
21420,cybersecurity,,Science and technology,Computers,using_a_computer,c1
21421,cyberspace,20.0,Science and technology,Computers,using_a_computer,c1
21422,data,5650.0,Science and technology,Computers,computer_programming,a2
21423,databank,,Science and technology,Computers,computer_programming,c1
21424,database,32.0,Science and technology,Computers,computer_programming,b2
21425,data centre,,Science and technology,Computers,computer_hardware,c2
21426,data lake,,Science and technology,Computers,computer_programming,c1
21427,data processing,,Science and technology,Computers,computer_programming,c1
21428,dataset,1.0,Science and technology,Computers,computer_programming,c1
21429,data terminal,,Science and technology,Computers,computer_hardware,c2
21430,data warehouse,,Science and technology,Computers,computer_hardware,c2
21431,data warehousing,,Science and technology,Computers,computer_hardware,c2
21432,debug,5.0,Science and technology,Computers,computer_problems,c2
21433,debug,5.0,Science and technology,Computers,computer_problems,c2
21434,debugger,15.0,Science and technology,Computers,computer_software,c2
21435,deck,7456.0,Science and technology,Computers,computer_software,c2
21436,deep learning,,Science and technology,Computers,computer_programming,c2
21437,default,832.0,Science and technology,Computers,computer_programming,c1
21438,delete,76.0,Science and technology,Computers,using_a_computer,b2
21439,deletion,2505.0,Science and technology,Computers,using_a_computer,c1
21440,demo,91.0,Science and technology,Computers,computer_software,c2
21441,demo,91.0,Science and technology,Computers,using_a_computer,c2
21442,deprecate,181.0,Science and technology,Computers,computer_software,c2
21443,deselect,,Science and technology,Computers,using_a_computer,c2
21444,desktop,8.0,Science and technology,Computers,using_a_computer,c1
21445,desktop publishing,,Science and technology,Computers,using_a_computer,c2
21446,diagnostic,167.0,Science and technology,Computers,computer_software,c2
21447,dialog box,,Science and technology,Computers,using_a_computer,c2
21448,digital,273.0,Science and technology,Computers,computer_programming,a2
21449,digital asset,,Science and technology,Computers,computer_software,c1
21450,directory,1379.0,Science and technology,Computers,using_a_computer,c2
21451,disassemble,17.0,Science and technology,Computers,computer_programming,c2
21452,disassembler,,Science and technology,Computers,computer_software,c2
21453,disinfect,65.0,Science and technology,Computers,computer_problems,c2
21454,disk,4834.0,Science and technology,Computers,computer_hardware,b2
21455,disk drive,,Science and technology,Computers,computer_hardware,c2
21456,diskette,3.0,Science and technology,Computers,computer_hardware,c2
21457,display,8812.0,Science and technology,Computers,using_a_computer,c1
21458,docking station,,Science and technology,Computers,computer_hardware,c2
21459,document,14357.0,Science and technology,Computers,using_a_computer,a2
21460,dongle,19.0,Science and technology,Computers,computer_hardware,c2
21461,double-click,,Science and technology,Computers,using_a_computer,b2
21462,down,955.0,Science and technology,Computers,computer_problems,c1
21463,download,13.0,Science and technology,Computers,using_a_computer,a2
21464,download,13.0,Science and technology,Computers,computer_software,a2
21465,drag,3324.0,Science and technology,Computers,using_a_computer,c2
21466,drag-and-drop,,Science and technology,Computers,using_a_computer,c2
21467,drive,13855.0,Science and technology,Computers,computer_hardware,c2
21468,drive bay,,Science and technology,Computers,computer_hardware,c2
21469,driver,4253.0,Science and technology,Computers,computer_software,c2
21470,drop-down menu,,Science and technology,Computers,using_a_computer,c1
21471,duplex,93.0,Science and technology,Computers,computer_hardware,c2
21472,DVD,,Science and technology,Computers,computer_hardware,a1
21473,e-book,,Science and technology,Computers,computer_software,b2
21474,edit,915.0,Science and technology,Computers,using_a_computer,b2
21475,edutainment,,Science and technology,Computers,computer_software,c2
21476,encode,2.0,Science and technology,Computers,computer_programming,c1
21477,encrypt,1.0,Science and technology,Computers,computer_programming,c2
21478,end user,,Science and technology,Computers,using_a_computer,c2
21479,environment,3371.0,Science and technology,Computers,computer_programming,c2
21480,e-reader,,Science and technology,Computers,computer_hardware,b2
21481,error correction,,Science and technology,Computers,computer_problems,b2
21482,error message,,Science and technology,Computers,computer_problems,b1
21483,escape,23426.0,Science and technology,Computers,using_a_computer,c2
21484,executable,14.0,Science and technology,Computers,computer_software,c2
21485,exit,3906.0,Science and technology,Computers,using_a_computer,c1
21486,export,2356.0,Science and technology,Computers,using_a_computer,b2
21487,extension,4232.0,Science and technology,Computers,computer_software,c2
21488,face recognition,,Science and technology,Computers,computer_software,c1
21489,facial recognition,,Science and technology,Computers,computer_software,c1
21490,file,10699.0,Science and technology,Computers,using_a_computer,b1
21491,file manager,,Science and technology,Computers,computer_software,c2
21492,filename,13.0,Science and technology,Computers,using_a_computer,b2
21493,file sharing,,Science and technology,Computers,using_a_computer,c1
21494,filter,1469.0,Science and technology,Computers,computer_software,c2
21495,firewall,14.0,Science and technology,Computers,computer_software,c1
21496,firmware,5.0,Science and technology,Computers,computer_software,c2
21497,flash drive,,Science and technology,Computers,computer_hardware,c1
21498,flash memory,,Science and technology,Computers,computer_hardware,c2
21499,flatbed scanner,,Science and technology,Computers,computer_hardware,c2
21500,flat-panel,,Science and technology,Computers,computer_hardware,c2
21501,flat-screen,,Science and technology,Computers,computer_hardware,b1
21502,flic,,Science and technology,Computers,computer_software,c2
21503,floppy disk,,Science and technology,Computers,computer_hardware,c2
21504,folder,120.0,Science and technology,Computers,using_a_computer,b2
21505,format,12548.0,Science and technology,Computers,using_a_computer,c1
21506,Fortran,,Science and technology,Computers,computer_programming,c2
21507,forward slash,,Science and technology,Computers,computer_programming,c2
21508,freeware,23.0,Science and technology,Computers,computer_software,c2
21509,freeze,1224.0,Science and technology,Computers,computer_problems,c2
21510,front end,,Science and technology,Computers,computer_software,c2
21511,function,10833.0,Science and technology,Computers,computer_programming,c2
21512,functionality,7.0,Science and technology,Computers,computer_programming,c2
21513,function key,,Science and technology,Computers,using_a_computer,c2
21514,generate,409.0,Science and technology,Computers,computer_programming,c2
21515,generative AI,,Science and technology,Computers,computer_programming,c2
21516,generative artificial intelligence,,Science and technology,Computers,computer_programming,c2
21517,gibibit,,Science and technology,Computers,computer_programming,c2
21518,gibibyte,,Science and technology,Computers,computer_programming,c2
21519,GIF,,Science and technology,Computers,computer_software,c2
21520,gigabit,,Science and technology,Computers,computer_programming,c2
21521,gigabyte,3.0,Science and technology,Computers,computer_programming,c1
21522,GPU,,Science and technology,Computers,computer_hardware,c2
21523,graphics,,Science and technology,Computers,using_a_computer,b2
21524,graphics adapter,,Science and technology,Computers,computer_hardware,c2
21525,graphics card,,Science and technology,Computers,computer_hardware,c2
21526,graphics tablet,,Science and technology,Computers,computer_hardware,c2
21527,groupware,,Science and technology,Computers,computer_software,c2
