,word,Total,topic,subtopic,subsubtopic,CEFR_level
9159,find against,,Functions,Preferences and decisions,decision,c2
9160,find for,,Functions,Preferences and decisions,decision,c2
9161,finding,14618.0,Functions,Preferences and decisions,decision,c2
9162,finicky,19.0,Functions,Preferences and decisions,dislike,c2
9163,force the issue,,Functions,Preferences and decisions,decision,c2
9164,for your liking,,Functions,Preferences and decisions,like,c1
9165,free will,,Functions,Preferences and decisions,decision,c2
9166,frenemy,,Functions,Preferences and decisions,dislike,c2
9167,give me something/somebody (any day/time),,Functions,Preferences and decisions,prefer,c2
9168,go before,,Functions,Preferences and decisions,decision,c2
9169,go for,,Functions,Preferences and decisions,prefer,c2
9170,go off,,Functions,Preferences and decisions,like,c2
9171,grow on,,Functions,Preferences and decisions,like,c2
9172,grudge,990.0,Functions,Preferences and decisions,dislike,c2
9173,hand down,,Functions,Preferences and decisions,decision,c2
9174,hate,8437.0,Functions,Preferences and decisions,dislike,a1
9175,hate,8437.0,Functions,Preferences and decisions,dislike,b1
9176,"hate, be sick of, etc. the sight of somebody/something",,Functions,Preferences and decisions,dislike,c2
9177,have against,,Functions,Preferences and decisions,dislike,c2
9178,have a lot of time for somebody/something,,Functions,Preferences and decisions,like,c2
9179,have a soft spot for somebody/something,,Functions,Preferences and decisions,like,c2
9180,have a sweet tooth,,Functions,Preferences and decisions,like,c2
9181,have a thing about somebody/something,,Functions,Preferences and decisions,dislike,c2
9182,have a think (about something),,Functions,Preferences and decisions,decision,c1
9183,have no time for somebody/something,,Functions,Preferences and decisions,dislike,c2
9184,have no use for somebody,,Functions,Preferences and decisions,dislike,c2
9185,head,135831.0,Functions,Preferences and decisions,decision,c1
9186,heart,85853.0,Functions,Preferences and decisions,like,c2
9187,hedge your bets,,Functions,Preferences and decisions,decision,c2
9188,hem and haw,,Functions,Preferences and decisions,decision,c2
9189,Hobson’s choice,,Functions,Preferences and decisions,decision,c2
9190,hum and haw,,Functions,Preferences and decisions,decision,c2
9191,hustle,216.0,Functions,Preferences and decisions,decision,c2
9192,"I, etc. would sooner do something (than something else)",,Functions,Preferences and decisions,prefer,c2
9193,incisive,152.0,Functions,Preferences and decisions,decision,c2
9194,inclined,9146.0,Functions,Preferences and decisions,prefer,c1
9195,inconclusive,165.0,Functions,Preferences and decisions,decision,c1
9196,indecisive,161.0,Functions,Preferences and decisions,decision,c1
9197,inflexible,760.0,Functions,Preferences and decisions,decision,c1
9198,in somebody’s favour,,Functions,Preferences and decisions,decision,c2
9199,it’s as broad as it’s long,,Functions,Preferences and decisions,decision,c2
9200,it’s six of one and half a dozen of the other,,Functions,Preferences and decisions,decision,c2
9201,I’m easy,,Functions,Preferences and decisions,decision,c2
9202,joint resolution,,Functions,Preferences and decisions,decision,c2
9203,judge,28651.0,Functions,Preferences and decisions,decision,b1
9204,judgement,1387.0,Functions,Preferences and decisions,decision,b2
9205,judgement call,,Functions,Preferences and decisions,decision,c2
9206,judicial review,,Functions,Preferences and decisions,decision,c2
9207,jurisdiction,5863.0,Functions,Preferences and decisions,decision,c1
9208,jurisdictional,157.0,Functions,Preferences and decisions,decision,c2
9209,keen,5799.0,Functions,Preferences and decisions,like,b1
9210,keep/leave your options open,,Functions,Preferences and decisions,decision,c2
9211,leaning,4294.0,Functions,Preferences and decisions,prefer,c2
9212,lean to,,Functions,Preferences and decisions,prefer,c2
9213,lean toward,,Functions,Preferences and decisions,prefer,c2
9214,lean towards,,Functions,Preferences and decisions,prefer,c2
9215,like,244573.0,Functions,Preferences and decisions,like,a1
9216,like,244573.0,Functions,Preferences and decisions,like,b1
9217,list box,,Functions,Preferences and decisions,decision,c2
9218,love,90220.0,Functions,Preferences and decisions,like,a1
9219,mad,9472.0,Functions,Preferences and decisions,like,b1
9220,majority verdict,,Functions,Preferences and decisions,decision,c2
9221,make allowance(s) for something,,Functions,Preferences and decisions,decision,c2
9222,miscarriage of justice,,Functions,Preferences and decisions,decision,c2
9223,misogynist,17.0,Functions,Preferences and decisions,dislike,c2
9224,misogynistic,1.0,Functions,Preferences and decisions,dislike,c2
9225,nail down,,Functions,Preferences and decisions,decision,c2
9226,narrow down,,Functions,Preferences and decisions,decision,c2
9227,negotiable,78.0,Functions,Preferences and decisions,decision,c2
9228,no-brainer,,Functions,Preferences and decisions,decision,c2
9229,not budge/give/move an inch,,Functions,Preferences and decisions,decision,c2
9230,on the horns of a dilemma,,Functions,Preferences and decisions,decision,c2
9231,open verdict,,Functions,Preferences and decisions,decision,c2
9232,option,563.0,Functions,Preferences and decisions,decision,a2
9233,overfond,24.0,Functions,Preferences and decisions,like,c2
9234,override,141.0,Functions,Preferences and decisions,decision,c2
9235,overrule,107.0,Functions,Preferences and decisions,decision,c2
9236,overturn,487.0,Functions,Preferences and decisions,decision,c1
9237,partial,3977.0,Functions,Preferences and decisions,like,c2
9238,partiality,887.0,Functions,Preferences and decisions,like,c2
9239,passion,20552.0,Functions,Preferences and decisions,like,b1
9240,penchant,94.0,Functions,Preferences and decisions,like,c2
9241,-phile,,Functions,Preferences and decisions,like,c2
9242,-phobe,,Functions,Preferences and decisions,dislike,c2
9243,pick,6747.0,Functions,Preferences and decisions,decision,a2
9244,pick and choose,,Functions,Preferences and decisions,decision,c2
9245,pick a winner,,Functions,Preferences and decisions,decision,c2
9246,picky,2.0,Functions,Preferences and decisions,like,c2
9247,please,26500.0,Functions,Preferences and decisions,like,c1
9248,potty,13.0,Functions,Preferences and decisions,like,c2
9249,prefer,5700.0,Functions,Preferences and decisions,prefer,a1
9250,preferable,1696.0,Functions,Preferences and decisions,prefer,c1
9251,preferably,663.0,Functions,Preferences and decisions,prefer,c1
9252,preference,3447.0,Functions,Preferences and decisions,prefer,b2
9253,prejudice,5825.0,Functions,Preferences and decisions,dislike,c1
9254,prejudiced,689.0,Functions,Preferences and decisions,dislike,c2
9255,put off,,Functions,Preferences and decisions,dislike,c1
9256,quorate,,Functions,Preferences and decisions,decision,c2
9257,quorum,410.0,Functions,Preferences and decisions,decision,c2
9258,railroad,7178.0,Functions,Preferences and decisions,decision,c2
9259,reconsider,283.0,Functions,Preferences and decisions,decision,c1
9260,reconsideration,149.0,Functions,Preferences and decisions,decision,c2
9261,remit to,,Functions,Preferences and decisions,decision,c2
9262,repugnance,846.0,Functions,Preferences and decisions,dislike,c2
9263,repulsion,548.0,Functions,Preferences and decisions,dislike,c2
9264,resistance,8662.0,Functions,Preferences and decisions,dislike,c1
9265,resolution,10911.0,Functions,Preferences and decisions,decision,b2
9266,resolve,3159.0,Functions,Preferences and decisions,decision,c2
9267,retreat,9995.0,Functions,Preferences and decisions,decision,c2
9268,return,65130.0,Functions,Preferences and decisions,decision,c2
9269,reverse,3713.0,Functions,Preferences and decisions,decision,c1
9270,rowback,,Functions,Preferences and decisions,decision,c2
9271,rubber-stamp,,Functions,Preferences and decisions,decision,c2
9272,rubber stamp,,Functions,Preferences and decisions,decision,c2
9273,Rubicon,,Functions,Preferences and decisions,decision,c2
9274,rule,37858.0,Functions,Preferences and decisions,decision,c1
9275,ruling,2360.0,Functions,Preferences and decisions,decision,c1
9276,say,210967.0,Functions,Preferences and decisions,decision,c1
9277,settle on,,Functions,Preferences and decisions,decision,c2
9278,sleep on,,Functions,Preferences and decisions,decision,c2
9279,somebody’s pet hate,,Functions,Preferences and decisions,dislike,c2
9280,somebody’s pet hate,,Functions,Preferences and decisions,dislike,c2
9281,somebody’s pet peeve,,Functions,Preferences and decisions,dislike,c2
9282,straight,19825.0,Functions,Preferences and decisions,decision,c2
9283,tail,21522.0,Functions,Preferences and decisions,decision,c1
9284,take account of something,,Functions,Preferences and decisions,decision,b2
9285,take a chance (on something),,Functions,Preferences and decisions,decision,c1
9286,take a fancy to somebody/something,,Functions,Preferences and decisions,like,c2
9287,take against,,Functions,Preferences and decisions,like,c2
9288,take a shine to somebody/something,,Functions,Preferences and decisions,like,c2
9289,take something into consideration,,Functions,Preferences and decisions,decision,c1
9290,take something under advisement,,Functions,Preferences and decisions,decision,c2
9291,take to,,Functions,Preferences and decisions,like,c2
9292,taste,20733.0,Functions,Preferences and decisions,decision,b2
9293,that’s that,,Functions,Preferences and decisions,decision,c2
9294,the lesser of two evils,,Functions,Preferences and decisions,decision,c2
9295,think over,,Functions,Preferences and decisions,decision,c1
9296,think twice about something/about doing something,,Functions,Preferences and decisions,decision,c1
9297,toss-up,,Functions,Preferences and decisions,decision,c2
9298,toughie,1.0,Functions,Preferences and decisions,decision,c2
9299,unanimous,1611.0,Functions,Preferences and decisions,decision,c2
9300,undecided,621.0,Functions,Preferences and decisions,decision,c1
9301,uphold,676.0,Functions,Preferences and decisions,decision,c1
9302,verdict,2309.0,Functions,Preferences and decisions,decision,c1
9303,versus,579.0,Functions,Preferences and decisions,decision,c1
9304,veto,463.0,Functions,Preferences and decisions,decision,c2
9305,volition,1367.0,Functions,Preferences and decisions,decision,c2
9306,vote,11432.0,Functions,Preferences and decisions,decision,b1
9307,vote,11432.0,Functions,Preferences and decisions,decision,b2
9308,warm to,,Functions,Preferences and decisions,like,c2
9309,warm towards,,Functions,Preferences and decisions,like,c2
9310,waver,404.0,Functions,Preferences and decisions,decision,c2
9311,waverer,41.0,Functions,Preferences and decisions,decision,c2
9312,weigh,2818.0,Functions,Preferences and decisions,decision,c2
9313,when push comes to shove,,Functions,Preferences and decisions,decision,c2
9314,whether,64790.0,Functions,Preferences and decisions,decision,b1
9315,would,477428.0,Functions,Preferences and decisions,prefer,a1
9316,would rather… (than),,Functions,Preferences and decisions,prefer,b2
9317,a counsel of despair,,Functions,Suggestions and advice,advice,c2
9318,a counsel of perfection,,Functions,Suggestions and advice,advice,c2
9319,act on,,Functions,Suggestions and advice,advice,c1
9320,act upon,,Functions,Suggestions and advice,advice,c1
9321,admonish,310.0,Functions,Suggestions and advice,advice,c2
9322,advance,19429.0,Functions,Suggestions and advice,suggestion,c2
9323,advice,11972.0,Functions,Suggestions and advice,advice,a1
9324,advice column,,Functions,Suggestions and advice,advice,b1
9325,advice columnist,,Functions,Suggestions and advice,advice,c1
9326,advise,3292.0,Functions,Suggestions and advice,advice,b1
9327,advisement,33.0,Functions,Suggestions and advice,advice,c2
9328,adviser,1612.0,Functions,Suggestions and advice,advice,b1
9329,advisory,240.0,Functions,Suggestions and advice,advice,c2
9330,aftercare,17.0,Functions,Suggestions and advice,advice,c2
9331,after-sales service,,Functions,Suggestions and advice,advice,c1
9332,agony aunt,,Functions,Suggestions and advice,advice,c2
9333,agony column,,Functions,Suggestions and advice,advice,c2
9334,agony uncle,,Functions,Suggestions and advice,advice,c2
9335,alternatively,49.0,Functions,Suggestions and advice,suggestion,b2
9336,always,103084.0,Functions,Suggestions and advice,suggestion,c1
9337,assessor,247.0,Functions,Suggestions and advice,advice,c2
9338,at/on somebody’s suggestion,,Functions,Suggestions and advice,suggestion,c1
9339,bespeak,179.0,Functions,Suggestions and advice,suggestion,c2
9340,better,78961.0,Functions,Suggestions and advice,suggestion,b1
9341,bring forward,,Functions,Suggestions and advice,suggestion,c2
9342,can,772.0,Functions,Suggestions and advice,suggestion,a2
9343,careline,,Functions,Suggestions and advice,advice,c2
9344,caution,4033.0,Functions,Suggestions and advice,advice,c1
9345,cautionary,36.0,Functions,Suggestions and advice,advice,c2
9346,challenge,3137.0,Functions,Suggestions and advice,suggestion,b2
9347,challenge,3137.0,Functions,Suggestions and advice,suggestion,b2
9348,commend,1440.0,Functions,Suggestions and advice,advice,c2
9349,connotation,146.0,Functions,Suggestions and advice,suggestion,c1
9350,connote,48.0,Functions,Suggestions and advice,suggestion,c2
9351,consult,3129.0,Functions,Suggestions and advice,advice,b2
9352,consultancy,,Functions,Suggestions and advice,advice,c1
9353,consultant,88.0,Functions,Suggestions and advice,advice,b2
9354,could,296758.0,Functions,Suggestions and advice,suggestion,b1
9355,counsel,10613.0,Functions,Suggestions and advice,advice,c2
9356,counsel,10613.0,Functions,Suggestions and advice,advice,c2
9357,counselling,117.0,Functions,Suggestions and advice,advice,c1
9358,counsellor,1622.0,Functions,Suggestions and advice,advice,c1
9359,don’t blame me,,Functions,Suggestions and advice,advice,c2
9360,enjoin,579.0,Functions,Suggestions and advice,advice,c2
9361,failing,3045.0,Functions,Suggestions and advice,suggestion,c2
9362,feedback,2.0,Functions,Suggestions and advice,advice,b2
9363,float,2681.0,Functions,Suggestions and advice,suggestion,c2
9364,follow,31442.0,Functions,Suggestions and advice,advice,a2
9365,for what it’s worth,,Functions,Suggestions and advice,suggestion,c2
9366,guidance,2900.0,Functions,Suggestions and advice,advice,c1
9367,guide,14343.0,Functions,Suggestions and advice,advice,b2
9368,guiding,1102.0,Functions,Suggestions and advice,advice,c1
9369,hand out,,Functions,Suggestions and advice,advice,c1
9370,have to,,Functions,Suggestions and advice,advice,a2
9371,hazard,2208.0,Functions,Suggestions and advice,suggestion,c2
9372,heads-up,,Functions,Suggestions and advice,advice,c2
9373,heed,3279.0,Functions,Suggestions and advice,advice,c2
9374,help,48824.0,Functions,Suggestions and advice,advice,a2
9375,helpline,,Functions,Suggestions and advice,advice,b2
9376,hint,5308.0,Functions,Suggestions and advice,suggestion,c1
9377,hint,5308.0,Functions,Suggestions and advice,suggestion,c1
9378,homily,336.0,Functions,Suggestions and advice,advice,c2
9379,how about…?,,Functions,Suggestions and advice,suggestion,a1
9380,how-to,,Functions,Suggestions and advice,advice,c1
9381,how-to,,Functions,Suggestions and advice,advice,c1
9382,how/what about…?,,Functions,Suggestions and advice,suggestion,a1
9383,hypothesize,9.0,Functions,Suggestions and advice,suggestion,c2
9384,idea,59788.0,Functions,Suggestions and advice,suggestion,a1
9385,if in doubt,,Functions,Suggestions and advice,advice,c2
9386,if I was/were in your place,,Functions,Suggestions and advice,advice,c1
9387,if I were in your shoes,,Functions,Suggestions and advice,advice,c2
9388,if I were you,,Functions,Suggestions and advice,advice,b1
9389,I/I’ll tell you what,,Functions,Suggestions and advice,suggestion,c2
9390,I know,,Functions,Suggestions and advice,suggestion,b1
9391,implicit,531.0,Functions,Suggestions and advice,suggestion,c1
9392,implicitly,658.0,Functions,Suggestions and advice,suggestion,c1
9393,inadvisable,87.0,Functions,Suggestions and advice,advice,c2
9394,indicate,8967.0,Functions,Suggestions and advice,advice,c2
9395,indicative,1276.0,Functions,Suggestions and advice,suggestion,c2
9396,infer,2180.0,Functions,Suggestions and advice,suggestion,c2
9397,insinuate,324.0,Functions,Suggestions and advice,suggestion,c2
9398,it wouldn’t do somebody any harm (to do something),,Functions,Suggestions and advice,suggestion,c2
9399,let,116031.0,Functions,Suggestions and advice,suggestion,a1
9400,marriage counselling,,Functions,Suggestions and advice,advice,c2
9401,marriage guidance,,Functions,Suggestions and advice,advice,c2
9402,maybe,4679.0,Functions,Suggestions and advice,suggestion,a1
9403,mentee,,Functions,Suggestions and advice,advice,c2
9404,mentor,259.0,Functions,Suggestions and advice,advice,c1
9405,mentor,259.0,Functions,Suggestions and advice,advice,c1
9406,mentoring,,Functions,Suggestions and advice,advice,c1
9407,mentorship,,Functions,Suggestions and advice,advice,c2
9408,might,149871.0,Functions,Suggestions and advice,suggestion,b2
9409,moot,169.0,Functions,Suggestions and advice,suggestion,c2
9410,move,23493.0,Functions,Suggestions and advice,suggestion,c2
9411,must,244201.0,Functions,Suggestions and advice,suggestion,b1
9412,nominate,307.0,Functions,Suggestions and advice,suggestion,c1
9413,nomination,1071.0,Functions,Suggestions and advice,suggestion,c1
9414,nominee,254.0,Functions,Suggestions and advice,suggestion,c1
9415,now then,,Functions,Suggestions and advice,suggestion,c1
9416,now you’re talking,,Functions,Suggestions and advice,suggestion,c2
9417,opinion,42421.0,Functions,Suggestions and advice,advice,b1
9418,oracle,2386.0,Functions,Suggestions and advice,advice,c2
9419,ought to,,Functions,Suggestions and advice,advice,b1
9420,perhaps,64448.0,Functions,Suggestions and advice,suggestion,a2
9421,pointer,1072.0,Functions,Suggestions and advice,advice,c2
9422,point to,,Functions,Suggestions and advice,suggestion,c2
9423,posit,33.0,Functions,Suggestions and advice,suggestion,c2
9424,postulate,345.0,Functions,Suggestions and advice,suggestion,c2
9425,preach,2257.0,Functions,Suggestions and advice,advice,c1
9426,preachy,7.0,Functions,Suggestions and advice,advice,c2
9427,prefigure,12.0,Functions,Suggestions and advice,suggestion,c2
9428,proffer,324.0,Functions,Suggestions and advice,advice,c2
9429,prompt,3049.0,Functions,Suggestions and advice,suggestion,c1
9430,proposal,6447.0,Functions,Suggestions and advice,suggestion,b2
9431,propose,4319.0,Functions,Suggestions and advice,suggestion,b2
9432,proposer,70.0,Functions,Suggestions and advice,suggestion,c2
9433,proposition,6555.0,Functions,Suggestions and advice,suggestion,c1
9434,propound,152.0,Functions,Suggestions and advice,suggestion,c2
9435,put forward,,Functions,Suggestions and advice,suggestion,b2
9436,put it to somebody that…,,Functions,Suggestions and advice,suggestion,c2
9437,put/stick your oar in,,Functions,Suggestions and advice,advice,c2
9438,put to,,Functions,Suggestions and advice,suggestion,c1
9439,rather,69035.0,Functions,Suggestions and advice,suggestion,c2
9440,receptive,285.0,Functions,Suggestions and advice,suggestion,c1
9441,receptiveness,9.0,Functions,Suggestions and advice,suggestion,c2
9442,receptivity,110.0,Functions,Suggestions and advice,suggestion,c2
9443,recommend,3341.0,Functions,Suggestions and advice,advice,a2
9444,recommendation,2400.0,Functions,Suggestions and advice,advice,b1
9445,road map,,Functions,Suggestions and advice,suggestion,c2
9446,rule,37858.0,Functions,Suggestions and advice,advice,b1
9447,saw,104661.0,Functions,Suggestions and advice,advice,c2
9448,say,210967.0,Functions,Suggestions and advice,suggestion,b2
9449,say,210967.0,Functions,Suggestions and advice,suggestion,c2
9450,sermon,3830.0,Functions,Suggestions and advice,advice,c2
9451,sermonize,8.0,Functions,Suggestions and advice,advice,c2
9452,shall,204537.0,Functions,Suggestions and advice,advice,a2
9453,should,,Functions,Suggestions and advice,advice,a2
9454,slate,1875.0,Functions,Suggestions and advice,suggestion,c2
9455,steer,1797.0,Functions,Suggestions and advice,advice,c2
9456,submit,5690.0,Functions,Suggestions and advice,suggestion,c2
9457,suggest,5148.0,Functions,Suggestions and advice,suggestion,a2
9458,sure thing,,Functions,Suggestions and advice,suggestion,c1
9459,tacit,430.0,Functions,Suggestions and advice,suggestion,c2
9460,tacitly,386.0,Functions,Suggestions and advice,suggestion,c2
9461,take something on board,,Functions,Suggestions and advice,suggestion,c2
9462,the blind leading the blind,,Functions,Suggestions and advice,advice,c2
9463,theorize,41.0,Functions,Suggestions and advice,suggestion,c2
9464,theorizing,50.0,Functions,Suggestions and advice,suggestion,c2
9465,tip,8154.0,Functions,Suggestions and advice,advice,a2
9466,turn to,,Functions,Suggestions and advice,advice,c1
9467,urge,3165.0,Functions,Suggestions and advice,advice,b2
9468,volunteer,18753.0,Functions,Suggestions and advice,suggestion,c1
9469,vote,11432.0,Functions,Suggestions and advice,suggestion,c1
9470,want,61510.0,Functions,Suggestions and advice,advice,c2
9471,warn,2875.0,Functions,Suggestions and advice,advice,b1
9472,warn off,,Functions,Suggestions and advice,advice,c2
9473,what about…?,,Functions,Suggestions and advice,suggestion,a1
9474,what are we waiting for?,,Functions,Suggestions and advice,suggestion,c1
9475,"what are you, was he, etc. getting at?",,Functions,Suggestions and advice,suggestion,c2
9476,whatever you say,,Functions,Suggestions and advice,suggestion,c2
9477,why not?,,Functions,Suggestions and advice,suggestion,a2
9478,worth,19948.0,Functions,Suggestions and advice,advice,b2
9479,would,477428.0,Functions,Suggestions and advice,advice,b2
9480,you never know,,Functions,Suggestions and advice,suggestion,b2
9481,you said it!,,Functions,Suggestions and advice,suggestion,c2
9482,access,28318.0,Health,Disability,living_with_disability,b1
9483,accessibility,112.0,Health,Disability,living_with_disability,c1
9484,alexia,8.0,Health,Disability,types_of_disability,c2
9485,American Sign Language,,Health,Disability,living_with_disability,b2
9486,aphasia,65.0,Health,Disability,types_of_disability,c2
9487,ASD,,Health,Disability,types_of_disability,c2
9488,ASL,,Health,Disability,living_with_disability,c2
9489,Asperger’s syndrome,,Health,Disability,types_of_disability,c2
9490,assistance dog,,Health,Disability,living_with_disability,c1
9491,assisted living,,Health,Disability,living_with_disability,c2
9492,autism,2.0,Health,Disability,types_of_disability,c1
9493,autism spectrum disorder,,Health,Disability,types_of_disability,c2
9494,autistic,1.0,Health,Disability,types_of_disability,c1
9495,blind,11022.0,Health,Disability,types_of_disability,b2
9496,blindness,1295.0,Health,Disability,types_of_disability,b2
9497,blue badge,,Health,Disability,living_with_disability,c2
9498,brain damage,,Health,Disability,types_of_disability,c2
9499,British Sign Language,,Health,Disability,living_with_disability,b2
9500,BSL,,Health,Disability,living_with_disability,c2
9501,cerebral palsy,,Health,Disability,types_of_disability,c2
9502,closed-captioned,,Health,Disability,living_with_disability,c2
9503,deaf,2550.0,Health,Disability,types_of_disability,b2
9504,deaf-blind,,Health,Disability,types_of_disability,c1
9505,deafness,413.0,Health,Disability,types_of_disability,b2
9506,disability,737.0,Health,Disability,types_of_disability,b2
9507,disabled,1077.0,Health,Disability,types_of_disability,b2
9508,Down syndrome,,Health,Disability,types_of_disability,c2
9509,Down’s syndrome,,Health,Disability,types_of_disability,c2
9510,dyslexia,,Health,Disability,types_of_disability,c2
9511,dysphasia,6.0,Health,Disability,types_of_disability,c2
9512,echolalia,17.0,Health,Disability,types_of_disability,c2
9513,guide dog,,Health,Disability,living_with_disability,b1
9514,hard of hearing,,Health,Disability,types_of_disability,c1
9515,hearing aid,,Health,Disability,living_with_disability,c1
9516,hearing dog,,Health,Disability,living_with_disability,b2
9517,impaired,1222.0,Health,Disability,types_of_disability,c2
9518,impairment,222.0,Health,Disability,types_of_disability,c2
9519,learning difficulty,,Health,Disability,types_of_disability,b2
9520,learning disability,,Health,Disability,types_of_disability,c1
9521,limb difference,,Health,Disability,types_of_disability,c2
9522,Makaton™,,Health,Disability,living_with_disability,c2
9523,mobility,502.0,Health,Disability,living_with_disability,c1
9524,mobility scooter,,Health,Disability,living_with_disability,c2
9525,on the spectrum,,Health,Disability,types_of_disability,c2
9526,para-,,Health,Disability,living_with_disability,c1
9527,para-athlete,,Health,Disability,living_with_disability,c2
9528,Paralympian,,Health,Disability,living_with_disability,c2
9529,Paralympian,,Health,Disability,living_with_disability,c2
9530,Paralympic,,Health,Disability,living_with_disability,c1
9531,Paralympics,,Health,Disability,living_with_disability,c1
9532,paralyse,99.0,Health,Disability,types_of_disability,c2
9533,paralysis,1631.0,Health,Disability,types_of_disability,c2
9534,paraplegia,62.0,Health,Disability,types_of_disability,c2
9535,paraplegic,5.0,Health,Disability,types_of_disability,c2
9536,partially sighted,,Health,Disability,types_of_disability,c2
9537,quadriplegia,,Health,Disability,types_of_disability,c2
9538,quadriplegic,,Health,Disability,types_of_disability,c2
9539,ramp,195.0,Health,Disability,living_with_disability,c1
9540,savant syndrome,,Health,Disability,types_of_disability,c2
9541,screen reader,,Health,Disability,living_with_disability,c1
9542,Seeing Eye dog™,,Health,Disability,living_with_disability,c1
9543,SEN,,Health,Disability,types_of_disability,c2
9544,sheltered housing,,Health,Disability,living_with_disability,c2
9545,sighted,1151.0,Health,Disability,types_of_disability,c1
9546,sign language,,Health,Disability,living_with_disability,b2
9547,special needs,,Health,Disability,types_of_disability,b2
9548,spina bifida,,Health,Disability,types_of_disability,c2
9549,walker,1748.0,Health,Disability,living_with_disability,c1
9550,walking frame,,Health,Disability,living_with_disability,c1
9551,walking stick,,Health,Disability,living_with_disability,c2
9552,wheelchair,21.0,Health,Disability,living_with_disability,b1
9553,Zimmer frame™,,Health,Disability,living_with_disability,c2
9554,able-bodied,,Health,Health and Fitness,good_health,c2
9555,a breath of (fresh) air,,Health,Health and Fitness,exercise,c2
9556,activity tracker,,Health,Health and Fitness,exercise,c2
9557,aerobic,32.0,Health,Health and Fitness,exercise,c1
9558,aerobics,,Health,Health and Fitness,exercise,b2
9559,alive and kicking,,Health,Health and Fitness,good_health,c2
9560,anaerobic,49.0,Health,Health and Fitness,exercise,c2
9561,a/one hundred per cent,,Health,Health and Fitness,good_health,c2
9562,athlete,510.0,Health,Health and Fitness,exercise,b1
9563,athletic,803.0,Health,Health and Fitness,exercise,b2
9564,beauty sleep,,Health,Health and Fitness,good_health,c2
9565,bloom,6980.0,Health,Health and Fitness,good_health,c2
9566,bloom,6980.0,Health,Health and Fitness,good_health,c2
9567,blossom,5017.0,Health,Health and Fitness,good_health,c1
9568,bouncing,157.0,Health,Health and Fitness,good_health,c2
9569,bubble,1943.0,Health,Health and Fitness,good_health,c2
9570,bubble with,,Health,Health and Fitness,good_health,c2
9571,burn,10239.0,Health,Health and Fitness,exercise,c2
9572,burpee,9.0,Health,Health and Fitness,exercise,c2
9573,cardio,,Health,Health and Fitness,exercise,c2
9574,circuit,2942.0,Health,Health and Fitness,exercise,c2
9575,circuit breaker,,Health,Health and Fitness,good_health,c2
9576,circuit training,,Health,Health and Fitness,exercise,c2
9577,circulation,3906.0,Health,Health and Fitness,good_health,c1
9578,clean-living,,Health,Health and Fitness,good_health,c2
9579,CrossFit™,,Health,Health and Fitness,exercise,c2
9580,cross trainer,,Health,Health and Fitness,exercise,c2
9581,cross-training,,Health,Health and Fitness,exercise,c2
9582,elbow bump,,Health,Health and Fitness,good_health,c2
9583,elbump,,Health,Health and Fitness,good_health,c2
9584,energy,14006.0,Health,Health and Fitness,good_health,a2
9585,exercise,17285.0,Health,Health and Fitness,good_health,a1
9586,exercise,17285.0,Health,Health and Fitness,exercise,a1
9587,exercise bike,,Health,Health and Fitness,exercise,b1
9588,fine,50153.0,Health,Health and Fitness,good_health,a1
9589,firebreak,1.0,Health,Health and Fitness,good_health,c2
9590,fit,19614.0,Health,Health and Fitness,good_health,a2
9591,fitness,3558.0,Health,Health and Fitness,good_health,b1
9592,fitness centre,,Health,Health and Fitness,exercise,b2
9593,fitness test,,Health,Health and Fitness,good_health,b2
9594,fitness tracker,,Health,Health and Fitness,exercise,c2
9595,flourish,2391.0,Health,Health and Fitness,good_health,c1
9596,foam roller,,Health,Health and Fitness,exercise,c2
9597,form,130128.0,Health,Health and Fitness,good_health,c1
9598,fresh-faced,,Health,Health and Fitness,good_health,c2
9599,get (yourself) into shape,,Health,Health and Fitness,exercise,c2
9600,glow,3381.0,Health,Health and Fitness,good_health,c2
9601,good,232626.0,Health,Health and Fitness,good_health,a1
9602,gym,60.0,Health,Health and Fitness,exercise,a1
9603,gymnasium,608.0,Health,Health and Fitness,exercise,c1
9604,health,19912.0,Health,Health and Fitness,good_health,a1
9605,health club,,Health,Health and Fitness,exercise,b1
9606,health spa,,Health,Health and Fitness,exercise,c2
9607,healthspan,,Health,Health and Fitness,good_health,c2
9608,healthy,6093.0,Health,Health and Fitness,good_health,a1
9609,heartbeat,130.0,Health,Health and Fitness,good_health,b2
9610,heart rate,,Health,Health and Fitness,good_health,b1
9611,high-intensity interval training,,Health,Health and Fitness,exercise,c2
9612,HIIT,,Health,Health and Fitness,exercise,c2
9613,immune,507.0,Health,Health and Fitness,good_health,b2
9614,immunity,1891.0,Health,Health and Fitness,good_health,c1
9615,interval,12646.0,Health,Health and Fitness,exercise,c2
9616,interval training,,Health,Health and Fitness,exercise,c2
9617,jog,488.0,Health,Health and Fitness,exercise,a2
9618,jog,488.0,Health,Health and Fitness,exercise,a2
9619,jogger,2.0,Health,Health and Fitness,exercise,b1
9620,jogging,134.0,Health,Health and Fitness,exercise,a2
9621,jumping jack,,Health,Health and Fitness,exercise,c2
9622,keep-fit,,Health,Health and Fitness,exercise,c1
9623,kettlebell,,Health,Health and Fitness,exercise,c2
9624,lock down,,Health,Health and Fitness,good_health,c2
9625,lunge,186.0,Health,Health and Fitness,exercise,c2
9626,mountain climber,,Health,Health and Fitness,exercise,c2
9627,non-disabled,,Health,Health and Fitness,good_health,b2
